u_id,true_country,facet,is_shortcut,is_nuanced,commitment_layer,committed,prob_at_commit,prob_at_layer_8,prob_at_layer_30,prob_final,rank_final
746e8569-1091-499b-8de8-08bce681dd84,Canada,rituals,False,False,25,True,0.8512423038482666,0.08183256536722183,0.9937958717346191,0.9972503781318665,0
19ae4ab7-a1b1-47c9-a81d-24a4020df41a,Canada,rituals,False,False,25,True,0.06081334874033928,0.07675160467624664,0.05063879117369652,0.048790015280246735,3
318807ce-d521-41f7-b9b2-e533deb7a178,Canada,clothing,True,False,25,True,0.06915491819381714,0.08839954435825348,0.09588092565536499,0.16021843254566193,2
acd68d0e-9d10-40ef-9fd1-cbdc720808ef,Canada,clothing,False,False,24,True,0.07055896520614624,0.08518610149621964,0.9932659864425659,0.9962402582168579,0
591a4da1-0a04-4dc6-ba4e-a3526dbce1c6,Canada,clothing,False,False,25,True,0.12199331074953079,0.08823660761117935,0.19238844513893127,0.30229970812797546,1
bfa7333e-1ab0-4ebc-b11c-d7c0cc5a9e8c,Canada,clothing,False,False,21,True,0.08016514033079147,0.08353007584810257,0.9993317723274231,0.9992330074310303,0
87161e09-edf6-46a7-acf4-1d2ba9f61348,Canada,clothing,False,False,24,True,0.07114438712596893,0.08980676531791687,0.9583197832107544,0.9807121753692627,0
31824d6c-cdda-43df-9792-17cb3f44217d,Nigeria,traditions,False,True,32,True,0.041506264358758926,0.031658101826906204,0.08141078054904938,0.041506264358758926,3
7409a04b-e4e0-48a6-83aa-9ea94eeb78da,Nigeria,traditions,False,False,33,False,0.0,0.03285062685608864,0.012122481130063534,0.006563934497535229,8
a2ccb005-d747-43f8-8315-2518a1ece07d,Nigeria,traditions,False,False,33,False,0.0,0.03186974301934242,0.019390404224395752,0.010345139540731907,9
bb027c12-2666-421b-a523-4bd7c4c30f20,Nigeria,traditions,True,False,33,False,0.0,0.03473621606826782,0.011733909137547016,0.004011125769466162,10
4713f5b0-48da-4ab5-99bc-ffe12d7d62fa,Nigeria,traditions,False,False,32,True,0.046831946820020676,0.028821459040045738,0.15441057085990906,0.046831946820020676,4
98b439d0-91bc-40ba-8d77-ec2889c96666,Nigeria,clothing,False,False,18,True,0.050761472433805466,0.03651401773095131,0.31411319971084595,0.2015492171049118,1
4457fdf9-a623-41bd-8a0d-fd42128f38b3,Nigeria,clothing,False,False,16,True,0.07906299829483032,0.04364551231265068,0.3873376250267029,0.25219982862472534,1
2c1bd295-9cde-47af-af0e-202c03272d01,Nigeria,clothing,False,False,16,True,0.08267664909362793,0.037849344313144684,0.45054396986961365,0.26606622338294983,1
da343301-2fc3-42b9-9d8e-7f90b000f00f,Nigeria,clothing,False,False,18,True,0.05855145305395126,0.036363113671541214,0.21314632892608643,0.1015041172504425,2
c717f3a6-7b14-4f61-b395-89d63b0c6e73,Nigeria,clothing,False,True,18,True,0.050455737859010696,0.04508692026138306,0.30483508110046387,0.23899585008621216,1
4b6b43e4-d3c9-4faf-8ed9-ed1e51754baf,Nigeria,rituals,False,False,33,False,0.0,0.03283039852976799,0.011774498969316483,0.0038394019939005375,10
